#Image,X,Y,Z,Omega,Phi,Kappa,SigmaHoriz,SigmaVert,Latitude,Longitude
Elettra-Carroponte2024-4426_pt.jpg,3.45,-1.11,5.623628,1.6604935629828443,0.7000095544725721,37.41544587562885,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4427_pt.jpg,3.45,-1.11,5.623628,1.6441519733698422,0.7300911111117093,38.42457916833416,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4428_pt.jpg,3.45,-1.11,5.623628,1.627298678711733,0.7600120780280742,39.433712461039704,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4429_pt.jpg,3.45,-1.11,5.623628,1.6099387214061227,0.7897644522340146,40.44284575374513,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4430_pt.jpg,3.45,-1.11,5.623628,1.5920772954408207,0.8193402758355339,41.45197904645045,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4431_pt.jpg,3.45,-1.11,5.623628,1.573719744839844,0.8487316381607777,42.46111233915576,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4432_pt.jpg,3.45,-1.11,5.623628,1.5548715620645164,0.8779306778759124,43.47024563186119,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4433_pt.jpg,3.45,-1.11,5.623628,1.5355383863701586,0.9069295850878074,44.47937892456662,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4434_pt.jpg,3.45,-1.11,5.623628,1.5157260021188619,0.935720603432948,45.48851221727193,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4435_pt.jpg,3.45,-1.11,5.623628,1.4954403370488418,0.964296032152039,46.49764550997725,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4436_pt.jpg,3.45,-1.11,5.623628,1.4746874605008944,0.9926482281497376,47.506778802682675,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4437_pt.jpg,3.45,-1.11,5.623628,1.455972278647659,1.0175006632528802,48.398170717554535,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4438_pt.jpg,3.45,-1.11,5.623628,1.4369017613972095,1.0421678138336978,49.28956263242662,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4439_pt.jpg,3.45,-1.11,5.623628,1.417480360772948,1.0666445318991902,50.18095454729871,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4440_pt.jpg,3.45,-1.11,5.623628,1.3977126107121975,1.0909257091993156,51.072346462170685,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4441_pt.jpg,3.45,-1.11,5.623628,1.3776031260077615,1.1150062782930579,51.96373837704277,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4442_pt.jpg,3.45,-1.11,5.623628,1.357156601230593,1.1388812136060025,52.85513029191475,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4443_pt.jpg,3.45,-1.11,5.623628,1.3363778096338517,1.1625455324791534,53.74652220678672,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4444_pt.jpg,3.45,-1.11,5.623628,1.3152716020385755,1.1859942962088181,54.637914121658696,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4445_pt.jpg,3.45,-1.11,5.623628,1.293842905701262,1.2092226110772983,55.529306036530784,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4446_pt.jpg,3.45,-1.11,5.623628,1.2720967231635976,1.2322256293741995,56.420697951402644,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4447_pt.jpg,3.45,-1.11,5.623628,1.2500381310845918,1.2549985504081613,57.31208986627473,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4448_pt.jpg,3.45,-1.11,5.623628,1.224467265320423,1.2807221288205919,58.33023529206798,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4449_pt.jpg,3.45,-1.11,5.623628,1.1985033339973474,1.3061323164504768,59.34838071786146,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4450_pt.jpg,3.45,-1.11,5.623628,1.1721542447226236,1.3312221948800822,60.36652614365494,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4451_pt.jpg,3.45,-1.11,5.623628,1.1454280224076874,1.3559849329020894,61.3846715694483,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4452_pt.jpg,3.45,-1.11,5.623628,1.1183328068240848,1.3804137883795198,62.402816995241665,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4453_pt.jpg,3.45,-1.11,5.623628,1.0908768501244093,1.4045021100814068,63.420962421034915,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4454_pt.jpg,3.45,-1.11,5.623628,1.0630685143290204,1.4282433394937273,64.43910784682828,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4455_pt.jpg,3.45,-1.11,5.623628,1.0349162687792905,1.451631012605085,65.45725327262176,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4456_pt.jpg,3.45,-1.11,5.623628,1.0064286875581825,1.474658761666658,66.475398698415,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4457_pt.jpg,3.45,-1.11,5.623628,0.9776144468788974,1.4973203169259535,67.49354412420837,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4458_pt.jpg,3.45,-1.11,5.623628,0.9513973191938672,1.5174068026798484,68.41030194302743,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4459_pt.jpg,3.45,-1.11,5.623628,0.9249289381201607,1.5371869573101646,69.32705976184661,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4460_pt.jpg,3.45,-1.11,5.623628,0.8982158393820371,1.5566564144515413,70.24381758066568,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4461_pt.jpg,3.45,-1.11,5.623628,0.8712646191308272,1.5758108763234662,71.16057539948474,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4462_pt.jpg,3.45,-1.11,5.623628,0.8440819323161939,1.5946461146789779,72.07733321830392,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4463_pt.jpg,3.45,-1.11,5.623628,0.8166744910428507,1.6131579717380313,72.99409103712298,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4464_pt.jpg,3.45,-1.11,5.623628,0.7890490629131689,1.6313423611053066,73.91084885594205,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4465_pt.jpg,3.45,-1.11,5.623628,0.7612124693560833,1.6491952686722564,74.82760667476111,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4466_pt.jpg,3.45,-1.11,5.623628,0.7331715839427043,1.666712753503205,75.74436449358018,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4467_pt.jpg,3.45,-1.11,5.623628,0.7049333306890577,1.6838909487052827,76.66112231239924,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4468_pt.jpg,3.45,-1.11,5.623628,0.6765046823463674,1.700726062282028,77.57788013121831,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4469_pt.jpg,3.45,-1.11,5.623628,0.6450195337007614,1.718845190060552,78.58638104168654,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4470_pt.jpg,3.45,-1.11,5.623628,0.6133218806031854,1.736539797730237,79.59488195215465,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4471_pt.jpg,3.45,-1.11,5.623628,0.5814211949059093,1.7538051584283245,80.60338286262277,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4472_pt.jpg,3.45,-1.11,5.623628,0.5493270091311376,1.7706366599592833,81.611883773091,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4473_pt.jpg,3.45,-1.11,5.623628,0.5170489136225261,1.787029806026885,82.62038468355911,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4474_pt.jpg,3.45,-1.11,5.623628,0.48459655367939897,1.8029802174353295,83.62888559402722,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4475_pt.jpg,3.45,-1.11,5.623628,0.45197962667455976,1.8184836332590832,84.63738650449534,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4476_pt.jpg,3.45,-1.11,5.623628,0.4192078791565286,1.8335359119811243,85.64588741496345,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4477_pt.jpg,3.45,-1.11,5.623628,0.3862911039370992,1.8481330325992906,86.65438832543157,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4478_pt.jpg,3.45,-1.11,5.623628,0.3532391371650475,1.8622710957004376,87.66288923589968,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4479_pt.jpg,3.45,-1.11,5.623628,1.3676116900360284,1.126747886642643,52.401150805849284,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4480_pt.jpg,3.45,-1.11,5.623628,1.8739626416466213,0.07436648605598635,17.13941237579911,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4481_pt.jpg,3.45,-1.11,5.623628,1.6928751347618263,-0.9604333582076918,-18.12232605425129,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4482_pt.jpg,3.45,-1.11,5.623628,0.8885144509249018,-1.6487991989274893,-53.38406448430169,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4483_pt.jpg,3.45,-1.11,5.623628,-0.25410786694439685,-1.771972990710529,-88.64580291435203,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4484_pt.jpg,3.45,-1.11,5.623628,-1.3301230126818713,-1.2908109289980152,-123.90754134440238,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4485_pt.jpg,3.45,-1.11,5.623628,-1.958263299969528,-0.35822308850744333,-159.16927977445278,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4486_pt.jpg,3.45,-1.11,5.623628,-1.9159578895715097,0.7294203725186493,165.56898179549682,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4487_pt.jpg,3.45,-1.11,5.623628,-1.218196984929733,1.6264736600216603,130.30724336544654,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4488_pt.jpg,3.45,-1.11,5.623628,-0.11222030824493312,2.047859258269238,95.04550493539625,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4489_pt.jpg,3.45,-1.11,5.623628,-0.1357657431389467,2.045287407263548,95.74626447870077,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4490_pt.jpg,3.45,-1.11,5.623628,-0.347389,2.1839,97.925177,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4491_pt.jpg,3.45,-1.11,5.623628,-0.19347761169193733,2.037932404387839,97.46535975591297,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4492_pt.jpg,3.45,-1.11,5.623628,0.028436,2.227528,100.040799,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4493_pt.jpg,3.45,-1.11,5.623628,-0.295886,2.234148,100.92764,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4494_pt.jpg,3.45,-1.11,5.623628,-0.152309,2.461375,101.961502,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4495_pt.jpg,3.45,-1.11,5.623628,-0.925406,2.55302,102.52477,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4496_pt.jpg,3.45,-1.11,5.623628,-0.3672245380858465,2.0066857161766443,102.66703804256542,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4497_pt.jpg,3.45,-1.11,5.623628,-0.408576906134047,1.9972025890644176,103.91415162717993,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4498_pt.jpg,3.45,-1.11,5.623628,-0.44977279512379453,1.9869565932046456,105.16126521179439,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4499_pt.jpg,3.45,-1.11,5.623628,-0.573627,1.642662,106.726345,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4500_pt.jpg,3.45,-1.11,5.623628,-0.499952,1.690129,107.832642,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4501_pt.jpg,3.45,-1.11,5.623628,-0.338078,1.649982,108.820223,1.0,0.3,45.64495512343859,13.850640981970612
Elettra-Carroponte2024-4891_pt.jpg,3.45,-1.11,5.623628,-1.841291,-2.218965,-82.416691,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4892_pt.jpg,3.45,-1.11,5.623628,-1.572342,-2.224005,-81.387188,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4893_pt.jpg,3.45,-1.11,5.623628,-1.492464,-2.245418,-80.237669,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4894_pt.jpg,3.45,-1.11,5.623628,-1.361998,-2.223831,-79.108606,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4895_pt.jpg,3.45,-1.11,5.623628,-1.254812,-2.210406,-77.922885,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4896_pt.jpg,3.45,-1.11,5.623628,-1.446651,-2.288922,-76.741382,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4897_pt.jpg,3.45,-1.11,5.623628,-1.483893,-2.343731,-75.551214,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4898_pt.jpg,3.45,-1.11,5.623628,-1.657211,-2.408801,-74.371945,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4899_pt.jpg,3.45,-1.11,5.623628,-1.616073,-2.422442,-73.159049,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4900_pt.jpg,3.45,-1.11,5.623628,-1.432633,-2.415385,-71.956513,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4901_pt.jpg,3.45,-1.11,5.623628,-1.295415,-2.391869,-70.756654,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4902_pt.jpg,3.45,-1.11,5.623628,-1.120051,-2.394802,-69.572271,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4903_pt.jpg,3.45,-1.11,5.623628,-1.033292,-2.373123,-68.400663,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4904_pt.jpg,3.45,-1.11,5.623628,-1.095331,-2.455667,-67.192143,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4905_pt.jpg,3.45,-1.11,5.623628,-1.144948,-2.471179,-66.011995,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4906_pt.jpg,3.45,-1.11,5.623628,-1.236466,-2.5679,-64.793858,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4907_pt.jpg,3.45,-1.11,5.623628,-0.8246208189924475,-1.43654597437466,-64.22385435885352,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4908_pt.jpg,3.45,-1.11,5.623628,-0.7945170334690896,-1.4230399124913675,-63.676151394453456,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4909_pt.jpg,3.45,-1.11,5.623628,-0.7127310037228582,-1.3827994631916192,-62.178993757732826,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4910_pt.jpg,3.45,-1.11,5.623628,-0.6316935263924437,-1.337960789170217,-60.681836121012424,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4911_pt.jpg,3.45,-1.11,5.623628,-0.5514191431228328,-1.2888916955824197,-59.18467848429188,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4912_pt.jpg,3.45,-1.11,5.623628,-0.471922258626817,-1.2359946891031062,-57.68752084757131,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4913_pt.jpg,3.45,-1.11,5.623628,-0.39321713810009484,-1.1797036762227342,-56.190363210850705,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4914_pt.jpg,3.45,-1.11,5.623628,-0.555017,-2.642007,-54.768216,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4915_pt.jpg,3.45,-1.11,5.623628,-0.581558,-2.696291,-53.482867,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4916_pt.jpg,3.45,-1.11,5.623628,-0.499111,-2.662,-52.1845,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4917_pt.jpg,3.45,-1.11,5.623628,-0.322608,-2.617909,-50.921885,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4918_pt.jpg,3.45,-1.11,5.623628,-0.197371,-2.590462,-49.635492,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4919_pt.jpg,3.45,-1.11,5.623628,-0.114943,-2.645882,-48.294293,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4920_pt.jpg,3.45,-1.11,5.623628,-0.129644,-2.648831,-47.044665,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4921_pt.jpg,3.45,-1.11,5.623628,-0.199634,-2.727097,-45.788865,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4922_pt.jpg,3.45,-1.11,5.623628,-0.251387,-2.756921,-44.541963,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4923_pt.jpg,3.45,-1.11,5.623628,-0.196444,-2.777525,-43.269198,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4924_pt.jpg,3.45,-1.11,5.623628,-0.060539,-2.585568,-41.983562,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4925_pt.jpg,3.45,-1.11,5.623628,0.36786622369600597,-0.5222766774635957,-40.77429408499282,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4926_pt.jpg,3.45,-1.11,5.623628,0.4150869537981201,-0.4814832087006467,-39.7491846087309,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4927_pt.jpg,3.45,-1.11,5.623628,0.4618618651460782,-0.44200063263630557,-38.724075132468926,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4928_pt.jpg,3.45,-1.11,5.623628,0.5081870226968519,-0.40398084088021996,-37.69896565620695,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4929_pt.jpg,3.45,-1.11,5.623628,0.554058529243961,-0.3675700976315345,-36.67385617994498,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4930_pt.jpg,3.45,-1.11,5.623628,0.5994725257453108,-0.33290847699259174,-35.648746703683,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4931_pt.jpg,3.45,-1.11,5.623628,0.6444251916478585,-0.30012932409627346,-34.623637227421,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4932_pt.jpg,3.45,-1.11,5.623628,0.688912745209012,-0.26935874212004485,-33.598527751159,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4933_pt.jpg,3.45,-1.11,5.623628,0.7493694391794099,-0.23051264676237693,-32.18776525334158,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4934_pt.jpg,3.45,-1.11,5.623628,0.808928520668255,-0.19597667257804063,-30.777002755524308,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4935_pt.jpg,3.45,-1.11,5.623628,0.86758050004953,-0.1660023802794689,-29.36624025770695,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4936_pt.jpg,3.45,-1.11,5.623628,0.9253160322269727,-0.14080810319889658,-27.95547775988956,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4937_pt.jpg,3.45,-1.11,5.623628,0.9821259181230388,-0.12057735694407778,-26.544715262072202,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4938_pt.jpg,3.45,-1.11,5.623628,1.0380011061446268,-0.10545750266700638,-25.133952764254758,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4939_pt.jpg,3.45,-1.11,5.623628,1.092932693625249,-0.09555867368240245,-23.723190266437427,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4940_pt.jpg,3.45,-1.11,5.623628,3.798955,-14.421577,-26.155023,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4941_pt.jpg,3.45,-1.11,5.623628,1.934433,-2.512523,-19.739068,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4942_pt.jpg,3.45,-1.11,5.623628,2.053889,-2.534893,-18.427277,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4943_pt.jpg,3.45,-1.11,5.623628,1.97145,-2.757179,-17.184377,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4944_pt.jpg,3.45,-1.11,5.623628,1.916314,-3.084897,-16.036101,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4945_pt.jpg,3.45,-1.11,5.623628,1.917476,-2.99961,-14.940076,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4946_pt.jpg,3.45,-1.11,5.623628,1.418341,-2.570484,-13.677355,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4947_pt.jpg,3.45,-1.11,5.623628,1.383802,-2.331469,-12.404507,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4948_pt.jpg,3.45,-1.11,5.623628,1.466328,-2.170452,-11.133078,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4949_pt.jpg,3.45,-1.11,5.623628,1.538783,-1.967529,-9.840874,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4950_pt.jpg,3.45,-1.11,5.623628,1.545221,-1.855957,-8.514829,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4951_pt.jpg,3.45,-1.11,5.623628,1.553714,-1.954447,-7.176531,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4952_pt.jpg,3.45,-1.11,5.623628,1.567749,-2.122167,-5.824855,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4953_pt.jpg,3.45,-1.11,5.623628,1.579772,-2.180517,-4.517987,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4954_pt.jpg,3.45,-1.11,5.623628,1.658904,-2.149749,-3.168898,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4955_pt.jpg,3.45,-1.11,5.623628,1.571959,-1.800505,-1.968253,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4956_pt.jpg,3.45,-1.11,5.623628,1.735262,-1.793774,-0.622951,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4957_pt.jpg,3.45,-1.11,5.623628,1.743673,-1.644824,0.649766,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4958_pt.jpg,3.45,-1.11,5.623628,1.838666,-1.712479,1.969547,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4959_pt.jpg,3.45,-1.11,5.623628,1.777101,-1.662673,3.253752,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4960_pt.jpg,3.45,-1.11,5.623628,1.828182,-1.814658,4.548488,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4961_pt.jpg,3.45,-1.11,5.623628,1.923336,-2.011885,5.844056,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4962_pt.jpg,3.45,-1.11,5.623628,1.920094,-2.009176,7.060022,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4963_pt.jpg,3.45,-1.11,5.623628,1.882976,-1.757392,8.261965,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4964_pt.jpg,3.45,-1.11,5.623628,1.887909,-1.450311,9.522684,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4965_pt.jpg,3.45,-1.11,5.623628,1.998126,-1.319522,10.851348,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4966_pt.jpg,3.45,-1.11,5.623628,2.045112,-1.152239,12.137382,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4967_pt.jpg,3.45,-1.11,5.623628,2.151485,-1.315872,13.472639,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4968_pt.jpg,3.45,-1.11,5.623628,2.197579,-1.319282,14.809947,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4969_pt.jpg,3.45,-1.11,5.623628,2.203845,-1.370306,16.107014,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4970_pt.jpg,3.45,-1.11,5.623628,2.257138,-1.298168,17.432877,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4971_pt.jpg,3.45,-1.11,5.623628,2.207226,-0.980387,18.760829,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4972_pt.jpg,3.45,-1.11,5.623628,2.17928,-0.883041,20.013556,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4973_pt.jpg,3.45,-1.11,5.623628,2.127502,-0.782722,21.324119,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4974_pt.jpg,3.45,-1.11,5.623628,2.200336,-0.899259,22.637854,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4975_pt.jpg,3.45,-1.11,5.623628,2.320539,-0.978528,23.996145,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4976_pt.jpg,3.45,-1.11,5.623628,2.445678,-1.009317,25.33548,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4977_pt.jpg,3.45,-1.11,5.623628,2.514696,-0.992289,26.692133,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4978_pt.jpg,3.45,-1.11,5.623628,2.443943,-0.806263,28.04824,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4979_pt.jpg,3.45,-1.11,5.623628,2.412408,-0.632386,29.45842,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4980_pt.jpg,3.45,-1.11,5.623628,2.39917,-0.547368,30.858215,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4981_pt.jpg,3.45,-1.11,5.623628,2.361443,-0.411484,32.24813,1.0,0.3,45.64497505963017,13.850579018131915
Elettra-Carroponte2024-4982_pt.jpg,3.45,-1.11,5.623628,2.539073,-0.563764,33.602674,1.0,0.3,45.64497505963017,13.850579018131915
